gencode_id,gene_name,refseq_id
ENST00000418389,NDUFA11,NM_001193375
ENST00000308961,NDUFA11,NM_175614
ENST00000312492,HOXC5,NM_018953
ENST00000232603,MORC1,NM_014429
ENST00000339485,VMAC,NM_001017921
ENST00000430889,HOXC4,NM_153633
ENST00000222125,CAPS,NM_004058
ENST00000452990,CAPS,NM_080590
ENST00000413689,SCN5A,NM_001160160
ENST00000413689,SCN5A,NM_001099404
ENST00000451551,SCN5A,NM_001160161
ENST00000443581,SCN5A,NM_000335
ENST00000443581,SCN5A,NM_198056
ENST00000425664,SCN5A,NM_001099405
ENST00000368194,ARHGEF11,NM_198236
ENST00000361409,ARHGEF11,NM_014784
ENST00000369489,CD58,NM_001779
ENST00000457047,CD58,NM_001144822
ENST00000392857,ORC4,NM_001190882
ENST00000392857,ORC4,NM_002552
ENST00000392857,ORC4,NM_001190879
ENST00000392857,ORC4,NM_181741
ENST00000264169,ORC4,NM_181742
ENST00000536575,ORC4,NM_001190881
ENST00000358328,RPS6KL1,NM_031464
ENST00000508394,SMUG1,NM_001243788
ENST00000508394,SMUG1,NM_014311
ENST00000508394,SMUG1,NM_001243787
ENST00000514685,SMUG1,NM_001243790
ENST00000513838,SMUG1,NM_001243789
ENST00000243112,SMUG1,NM_001243791
ENST00000346299,MTMR2,NM_016156
ENST00000352297,MTMR2,NM_201281
ENST00000393223,MTMR2,NM_001243571
ENST00000393223,MTMR2,NM_201278
ENST00000354313,ITPK1,NM_001142594
ENST00000556603,ITPK1,NM_001142593
ENST00000556603,ITPK1,NM_014216
ENST00000262415,DHX8,NM_004941
ENST00000370060,L1CAM,NM_001278116
ENST00000370057,L1CAM,NM_024003
ENST00000370057,L1CAM,NM_000425
ENST00000361981,L1CAM,NM_001143963
ENST00000306125,QARS,NM_001272073
ENST00000306125,QARS,NM_005051
ENST00000265634,NPTX2,NM_002523
ENST00000369486,IGSF3,NM_001007237
ENST00000369483,IGSF3,NM_001542
ENST00000370418,CPN1,NM_001308
ENST00000314797,COPG1,NM_016128
ENST00000321337,SENP3,NM_015670
ENST00000381356,LYRM5,NM_001001660
ENST00000375155,PQLC2,NM_017765
ENST00000375153,PQLC2,NM_001040125
ENST00000469076,PQLC2,NM_001287531
ENST00000400548,PQLC2,NM_001040126
ENST00000369482,C1orf137,NM_001013643
ENST00000318709,AVL9,NM_015060
ENST00000478945,DPPA2,NM_138815
ENST00000369478,CD2,NM_001767
ENST00000454449,ETV3L,NM_001004341
ENST00000339375,TMEM130,NM_001134450
ENST00000339375,TMEM130,NM_152913
ENST00000345589,TMEM130,NM_001134451
ENST00000335658,DPPA4,NM_018189
ENST00000340578,RANBP3,NM_007322
ENST00000340578,RANBP3,NM_003624
ENST00000340578,RANBP3,NM_007320
ENST00000304056,KBTBD2,NM_015483
ENST00000326317,SGSH,NM_000199
ENST00000265154,ARHGEF38,NM_017700
ENST00000420470,ARHGEF38,NM_001242729
ENST00000393203,PTGFRN,NM_020440
ENST00000209875,CBX5,NM_012117
ENST00000439541,CBX5,NM_001127321
ENST00000550411,CBX5,NM_001127322
ENST00000311936,KRAS,NM_004985
ENST00000256078,KRAS,NM_033360
ENST00000368192,ETV3,NM_001145312
ENST00000326786,ETV3,NM_005240
ENST00000264203,CAPZB,NM_001206541
ENST00000375142,CAPZB,NM_001206540
ENST00000401084,CAPZB,NM_004930
ENST00000401084,CAPZB,NM_001282162
ENST00000413566,EXOC5,NM_006544
ENST00000393651,SRPK2,NM_182692
ENST00000357311,SRPK2,NM_182691
ENST00000489828,SRPK2,NM_001278273
ENST00000242209,FKBP9,NM_007270
ENST00000538336,FKBP9,NM_001284341
ENST00000490776,FKBP9,NM_001284343
ENST00000282881,IFLTD1,NM_152590
ENST00000539744,IFLTD1,NM_001256266
ENST00000458174,IFLTD1,NM_001145728
ENST00000445693,IFLTD1,NM_001145727
ENST00000413632,IFLTD1,NM_001145729
ENST00000256652,CD101,NM_004258
ENST00000256652,CD101,NM_001256106
ENST00000256652,CD101,NM_001256109
ENST00000256652,CD101,NM_001256111
ENST00000524717,MAML2,NM_032427
ENST00000324941,VPS37D,NM_001077621
ENST00000298894,MOAP1,NM_022151
ENST00000231524,TRIM23,NM_001656
ENST00000381018,TRIM23,NM_033227
ENST00000274327,TRIM23,NM_033228
ENST00000283534,TMEM251,NM_015676
ENST00000415050,TMEM251,NM_001098621
ENST00000542662,CCDC82,NM_024725
ENST00000555567,PGF,NM_002632
ENST00000553716,PGF,NM_001207012
ENST00000261558,AP5M1,NM_018229
ENST00000395176,DNAJC30,NM_032317
ENST00000332349,JRKL,NM_001261833
ENST00000458427,JRKL,NM_003772
ENST00000376151,ATP6V1G2,NM_001204078
ENST00000303892,ATP6V1G2,NM_138282
ENST00000303892,ATP6V1G2,NM_130463
ENST00000369466,TTF2,NM_003594
ENST00000396152,NT5C3A,NM_016489
ENST00000242210,NT5C3A,NM_001002010
ENST00000242210,NT5C3A,NM_001002009
ENST00000381626,NT5C3A,NM_001166118
ENST00000395799,TNRC6A,NM_014494
ENST00000594202,FCHO1,NM_001161357
ENST00000600676,FCHO1,NM_001161358
ENST00000596536,FCHO1,NM_015122
ENST00000595033,FCHO1,NM_001161359
ENST00000340139,INTS12,NM_020395
ENST00000451321,INTS12,NM_001142471
ENST00000421367,ERLIN1,NM_006459
ENST00000421367,ERLIN1,NM_001100626
ENST00000392432,TMEM44,NM_001166305
ENST00000347147,TMEM44,NM_001011655
ENST00000347147,TMEM44,NM_001166306
ENST00000273580,TMEM44,NM_138399
ENST00000527185,CNTN5,NM_001243271
ENST00000528682,CNTN5,NM_001243270
ENST00000524871,CNTN5,NM_014361
ENST00000418526,CNTN5,NM_175566
ENST00000265758,WBSCR22,NM_017528
ENST00000423497,WBSCR22,NM_001202560
ENST00000376146,NFKBIL1,NM_001144962
ENST00000376146,NFKBIL1,NM_001144963
ENST00000376148,NFKBIL1,NM_005007
ENST00000376145,NFKBIL1,NM_001144961
ENST00000449082,SCN10A,NM_006514
ENST00000256649,TRIM45,NM_025188
ENST00000369464,TRIM45,NM_001145635
ENST00000394730,GSTCD,NM_024751
ENST00000360505,GSTCD,NM_001031720
ENST00000322753,MINOS1,NM_001032363
ENST00000322753,MINOS1,NM_001204083
ENST00000322753,MINOS1,NM_001204082
ENST00000370397,CHUK,NM_001278
ENST00000520439,KCNK9,NM_001282534
ENST00000303015,KCNK9,NM_016601
ENST00000602662,MINOS1-NBL1,NM_001204089
ENST00000361835,FCRL5,NM_001195388
ENST00000361835,FCRL5,NM_031281
ENST00000556492,NAA30,NM_001011713
ENST00000393992,LRRC29,NM_012163
ENST00000341546,LRRC29,NM_001004055
ENST00000369458,VTCN1,NM_024626
ENST00000328189,VTCN1,NM_001253850
ENST00000539893,VTCN1,NM_001253849
ENST00000329858,LPAR5,NM_020400
ENST00000431922,LPAR5,NM_001142961
ENST00000359863,TRRAP,NM_001244580
ENST00000355540,TRRAP,NM_003496
ENST00000293831,EIF4A1,NM_001416
ENST00000577269,EIF4A1,NM_001204510
ENST00000304800,TMEM208,NM_014187
ENST00000298815,ARHGAP42,NM_152432
ENST00000347898,SLC5A11,NM_052944
ENST00000565769,SLC5A11,NM_001258413
ENST00000424767,SLC5A11,NM_001258411
ENST00000545376,SLC5A11,NM_001258412
ENST00000449109,SLC5A11,NM_001258414
ENST00000216445,C14orf105,NM_018168
ENST00000534126,C14orf105,NM_001283057
ENST00000422976,C14orf105,NM_001283056
ENST00000529860,C14orf105,NM_001283060
ENST00000302328,SCN11A,NM_014139
ENST00000302328,SCN11A,NM_001287223
ENST00000450244,SCN11A,NM_001287223
ENST00000356554,MAN1A2,NM_006699
ENST00000389328,TRAPPC9,NM_031466
ENST00000438773,TRAPPC9,NM_001160372
ENST00000258201,FHOD1,NM_013241
ENST00000443585,C12orf75,NM_001145199
ENST00000289749,NBL1,NM_182744
ENST00000375136,NBL1,NM_005380
ENST00000375136,NBL1,NM_001278166
ENST00000375136,NBL1,NM_001278164
ENST00000375136,NBL1,NM_001204085
ENST00000548815,NBL1,NM_001204086
ENST00000548815,NBL1,NM_001204084
ENST00000548815,NBL1,NM_001204088
ENST00000548815,NBL1,NM_001278166
ENST00000548815,NBL1,NM_001278165
ENST00000548815,NBL1,NM_001278164
ENST00000548815,NBL1,NM_001204085
ENST00000399438,TRAPPC13,NM_001093755
ENST00000399438,TRAPPC13,NM_024941
ENST00000231526,TRAPPC13,NM_001243737
ENST00000231526,TRAPPC13,NM_001093756
ENST00000369448,FAM46C,NM_017709
ENST00000297157,RP9,NM_203288
ENST00000229243,ACRBP,NM_032489
ENST00000289753,HTR6,NM_000871
ENST00000303130,TMEM133,NM_032021
ENST00000382554,NYNRIN,NM_025081
ENST00000369443,GDAP2,NM_017686
ENST00000369442,GDAP2,NM_001135589
ENST00000299798,SLC9A5,NM_004594
ENST00000294543,TMCO4,NM_181719
ENST00000556826,SLC35F4,NM_001206920
ENST00000254695,RAP1GAP2,NM_015085
ENST00000366401,RAP1GAP2,NM_001100398
ENST00000303657,RFX2,NM_000635
ENST00000592546,RFX2,NM_134433
ENST00000271532,FCRL4,NM_031282
ENST00000261402,NUAK1,NM_014840
ENST00000454783,LTA,NM_001159740
ENST00000418386,LTA,NM_000595
ENST00000308025,DDX23,NM_004818
ENST00000295304,CHAC2,NM_001008708
ENST00000379987,NPNT,NM_001033047
ENST00000453617,NPNT,NM_001184690
ENST00000427316,NPNT,NM_001184691
ENST00000305572,NPNT,NM_001184692
ENST00000506666,NPNT,NM_001184693
ENST00000349139,WDR3,NM_006784
ENST00000306954,C14orf142,NM_032490
ENST00000325455,PGR,NM_001202474
ENST00000325455,PGR,NM_000926
ENST00000325455,PGR,NM_001271162
ENST00000263463,PGR,NM_001271161
ENST00000486455,DNASE1L3,NM_001256560
ENST00000394549,DNASE1L3,NM_004944
ENST00000375121,RNF186,NM_019062
ENST00000396807,ING4,NM_001127586
ENST00000396807,ING4,NM_001127582
ENST00000396807,ING4,NM_001127585
ENST00000396807,ING4,NM_016162
ENST00000446105,ING4,NM_001127583
ENST00000446105,ING4,NM_001127584
ENST00000375120,OTUD3,NM_015207
ENST00000013070,UBR7,NM_175748
ENST00000295962,ABHD6,NM_020676
ENST00000360461,PLEKHG4,NM_001129727
ENST00000360461,PLEKHG4,NM_015432
ENST00000427155,PLEKHG4,NM_001129728
ENST00000379344,PLEKHG4,NM_001129729
ENST00000450733,PLEKHG4,NM_001129731
ENST00000337474,AVPR2,NM_001146151
ENST00000337474,AVPR2,NM_000054
ENST00000242067,BBS9,NM_198428
ENST00000350941,BBS9,NM_014451
ENST00000396127,BBS9,NM_001033604
ENST00000355070,BBS9,NM_001033605
ENST00000289968,ARHGAP17,NM_001006634
ENST00000303665,ARHGAP17,NM_018054
ENST00000361193,SLC26A11,NM_001166347
ENST00000361193,SLC26A11,NM_173626
ENST00000546047,SLC26A11,NM_001166348
ENST00000546047,SLC26A11,NM_001166349
ENST00000220913,CHRAC1,NM_017444
ENST00000344327,TRPC6,NM_004621
ENST00000485303,PVRL3,NM_001243286
ENST00000485303,PVRL3,NM_015480
ENST00000493615,PVRL3,NM_001243288
ENST00000381352,RASSF8,NM_007211
ENST00000405154,RASSF8,NM_001164748
ENST00000542865,RASSF8,NM_001164747
ENST00000282884,RASSF8,NM_001164746
ENST00000336338,SPAG17,NM_206996
ENST00000405123,ERLEC1,NM_001127397
ENST00000185150,ERLEC1,NM_015701
ENST00000378239,ERLEC1,NM_001127398
ENST00000375116,PLA2G2E,NM_014589
ENST00000266126,EIF2B2,NM_014239
ENST00000375111,PLA2G2A,NM_001161727
ENST00000375111,PLA2G2A,NM_000300
ENST00000400520,PLA2G2A,NM_001161728
ENST00000400520,PLA2G2A,NM_001161729
ENST00000318683,B3GNT3,NM_014256
ENST00000267406,CBLN3,NM_001039771
ENST00000356362,PUS7,NM_019042
ENST00000317306,INSL3,NM_005543
ENST00000379695,INSL3,NM_001265587
ENST00000375108,PLA2G5,NM_000929
ENST00000449264,TNF,NM_000594
ENST00000445193,RPP14,NM_001098783
ENST00000295959,RPP14,NM_007042
ENST00000375105,PLA2G2D,NM_012400
ENST00000553935,KHNYN,NM_015299
ENST00000334289,ANGPTL5,NM_178127
ENST00000375102,PLA2G2F,NM_022819
ENST00000247992,PLA2G2C,NM_001105572
ENST00000458235,JAK3,NM_000215
ENST00000352690,CD96,NM_005816
ENST00000283285,CD96,NM_198196
ENST00000207157,TBX15,NM_152380
ENST00000407073,MBD5,NM_018328
ENST00000370028,ARHGAP4,NM_001164741
ENST00000350060,ARHGAP4,NM_001666
ENST00000263468,KIAA1377,NM_020802
ENST00000309739,RND1,NM_014470
ENST00000235521,WARS2,NM_201263
ENST00000235521,WARS2,NM_015836
ENST00000375099,UBXN10,NM_152376
ENST00000302313,WDR48,NM_020839
ENST00000368184,FCRL3,NM_052939
ENST00000222247,RPL18A,NM_000980
ENST00000354105,CWF19L1,NM_018294
ENST00000334746,BTBD7,NM_001002860
ENST00000298896,BTBD7,NM_018167
ENST00000361035,HAO2,NM_001005783
ENST00000325945,HAO2,NM_016527
ENST00000304372,KCTD19,NM_001100915
ENST00000429299,LTB,NM_002341
ENST00000446745,LTB,NM_009588
ENST00000375079,VWA5B1,NM_001039500
ENST00000453664,USP19,NM_001199161
ENST00000453664,USP19,NM_001199162
ENST00000398888,USP19,NM_006677
ENST00000434032,USP19,NM_001199160
ENST00000369416,HSD3B2,NM_000198
ENST00000543831,HSD3B2,NM_001166120
ENST00000257700,RINT1,NM_021930
ENST00000222248,SLC5A5,NM_000453
ENST00000319349,ETV4,NM_001079675
ENST00000545954,ETV4,NM_001261437
ENST00000591713,ETV4,NM_001986
ENST00000586826,ETV4,NM_001261439
ENST00000538265,ETV4,NM_001261438
ENST00000238662,MLH3,NM_014381
ENST00000355774,MLH3,NM_001040108
ENST00000399395,SDR39U1,NM_020195
ENST00000445755,CCDC124,NM_001136203
ENST00000597436,CCDC124,NM_138442
ENST00000434758,C11orf70,NM_032930
ENST00000534360,C11orf70,NM_001195005
ENST00000222249,KCNN1,NM_002248
ENST00000547861,CCDC65,NM_001286957
ENST00000320516,CCDC65,NM_033124
ENST00000235547,HSD3B1,NM_000862
ENST00000242728,BHLHE41,NM_030762
ENST00000375078,CAMK2N1,NM_018584
ENST00000250378,CMA1,NM_001836
ENST00000575751,OR1D5,NM_014566
ENST00000264198,MUL1,NM_024544
ENST00000331459,OR1D2,NM_002548
ENST00000328890,OR1G1,NM_003555
ENST00000418507,LST1,NM_205838
ENST00000438075,LST1,NM_205839
ENST00000339530,LST1,NM_205837
ENST00000376086,LST1,NM_001166538
ENST00000303757,LST1,NM_205840
ENST00000376093,LST1,NM_007161
ENST00000332947,FAM43B,NM_207334
ENST00000216336,CTSG,NM_001911
ENST00000381951,OR1A2,NM_012352
ENST00000421812,ZNF697,NM_001080470
ENST00000252669,ACSBG2,NM_030924
ENST00000375071,CDA,NM_001785
ENST00000444214,FKBP11,NM_001143781
ENST00000550765,FKBP11,NM_016594
ENST00000453172,FKBP11,NM_001143782
ENST00000304094,OR1A1,NM_014565
ENST00000267485,C14orf37,NM_001001872
ENST00000422622,SSPN,NM_001135823
ENST00000242729,SSPN,NM_005086
ENST00000408891,OR3A2,NM_002551
ENST00000297161,BMPER,NM_133468
ENST00000329956,LRRC36,NM_018296
ENST00000563189,LRRC36,NM_001161575
ENST00000323404,OR3A1,NM_002550
ENST00000322608,OR1E1,NM_003553
ENST00000252674,MLLT1,NM_005934
ENST00000291231,OR3A3,NM_012373
ENST00000369409,PHGDH,NM_006623
ENST00000248384,OR1E2,NM_003554
ENST00000301452,ACER1,NM_133492
ENST00000216338,GZMH,NM_033423
ENST00000382548,GZMH,NM_001270781
ENST00000222812,STX1A,NM_004603
ENST00000395156,STX1A,NM_001165903
ENST00000282441,YAP1,NM_001130145
ENST00000282441,YAP1,NM_001282101
ENST00000524575,YAP1,NM_001195045
ENST00000537274,YAP1,NM_001195044
ENST00000537274,YAP1,NM_001282100
ENST00000345877,YAP1,NM_006106
ENST00000345877,YAP1,NM_001282098
ENST00000378325,SUV39H2,NM_001193427
ENST00000378325,SUV39H2,NM_001193426
ENST00000354919,SUV39H2,NM_001193424
ENST00000313519,SUV39H2,NM_024670
ENST00000313519,SUV39H2,NM_001193425
ENST00000245816,CLPP,NM_006012
ENST00000258484,EPC2,NM_015630
ENST00000245812,ALKBH7,NM_032306
ENST00000245810,PSPN,NM_004158
ENST00000379656,ARRDC2,NM_001025604
ENST00000222250,ARRDC2,NM_015683
ENST00000222250,ARRDC2,NM_001286826
ENST00000361516,FCRL2,NM_030764
ENST00000321556,PINK1,NM_032409
ENST00000397168,SPATA22,NM_032598
ENST00000572969,SPATA22,NM_001170698
ENST00000355380,SPATA22,NM_001170696
ENST00000575375,SPATA22,NM_001170697
ENST00000575375,SPATA22,NM_001170695
ENST00000268981,SPATA22,NM_001170699
ENST00000441611,BLOC1S2,NM_001282439
ENST00000441611,BLOC1S2,NM_001282438
ENST00000441611,BLOC1S2,NM_001282437
ENST00000441611,BLOC1S2,NM_001001342
ENST00000370372,BLOC1S2,NM_173809
ENST00000369406,HMGCS2,NM_005518
ENST00000544913,HMGCS2,NM_001166107
ENST00000394456,GTF2F1,NM_002096
ENST00000378026,CKAP4,NM_006825
ENST00000375048,DDOST,NM_005216
ENST00000319283,GORASP1,NM_031899
ENST00000422110,GORASP1,NM_001278790
ENST00000479927,GORASP1,NM_001278789
ENST00000254286,ACTR10,NM_018477
ENST00000381007,SGTB,NM_019072
ENST00000593993,IL12RB1,NM_005535
ENST00000322153,IL12RB1,NM_153701
ENST00000256339,UNC79,NM_020818
ENST00000263464,BIRC3,NM_001165
ENST00000532808,BIRC3,NM_182962
ENST00000354219,REG4,NM_001159352
ENST00000256585,REG4,NM_032044
ENST00000369401,REG4,NM_001159353
ENST00000399069,LCMT1,NM_016309
ENST00000380966,LCMT1,NM_001032391
ENST00000393957,TPPP3,NM_015964
ENST00000290942,TPPP3,NM_016140
ENST00000369400,ADAM30,NM_021794
ENST00000415355,GZMB,NM_004131
ENST00000317012,ZBED2,NM_024508
ENST00000375044,KIF17,NM_001287212
ENST00000400463,KIF17,NM_001122819
ENST00000400463,KIF17,NM_020816
ENST00000262811,MAST3,NM_015016
ENST00000393934,PLCXD2,NM_153268
ENST00000477665,PLCXD2,NM_001185106
ENST00000547153,TCP11L2,NM_001286262
ENST00000299045,TCP11L2,NM_152772
ENST00000437775,ABHD11,NM_148913
ENST00000222800,ABHD11,NM_148912
ENST00000395147,ABHD11,NM_001145364
ENST00000348579,ZDHHC1,NM_013304
ENST00000256646,NOTCH2,NM_024408
ENST00000398148,KHSRP,NM_003685
ENST00000530675,BIRC2,NM_001256166
ENST00000227758,BIRC2,NM_001166
ENST00000227758,BIRC2,NM_001256163
ENST00000358292,FCRL1,NM_001159397
ENST00000368176,FCRL1,NM_001159398
ENST00000368176,FCRL1,NM_052938
ENST00000356151,PXK,NM_017771
ENST00000222254,PIK3R2,NM_005027
ENST00000360581,NPSR1,NM_207172
ENST00000359791,NPSR1,NM_207173
ENST00000419735,ATXN7L1,NM_020725
ENST00000477775,ATXN7L1,NM_138495
ENST00000318724,ATXN7L1,NM_152749
ENST00000219660,AQP8,NM_001169
ENST00000326152,HSD11B2,NM_000196
ENST00000375031,SH2D5,NM_001103160
ENST00000444387,SH2D5,NM_001103161
ENST00000369390,FAM72B,NM_001100910
ENST00000265245,LSG1,NM_018385
ENST00000328086,ZKSCAN2,NM_001012981
ENST00000398136,TMEM123,NM_052932
ENST00000321510,SLC25A41,NM_173637
ENST00000369384,FCGR1B,NM_001017986
ENST00000369383,FCGR1B,NM_001004340
ENST00000260227,MMP7,NM_002423
ENST00000331351,HS3ST4,NM_006040
ENST00000290949,ATP6V0D1,NM_004691
ENST00000396801,ZNF384,NM_001135734
ENST00000355772,ZNF384,NM_001039920
ENST00000396799,ZNF384,NM_133476
ENST00000419275,PPIAL4G,NM_001123068
ENST00000419632,STXBP6,NM_014178
ENST00000400889,FAM72D,NM_207418
ENST00000381340,ITPR2,NM_002223
ENST00000582970,RNF213,NM_001256071
ENST00000319921,RNF213,NM_020954
ENST00000368174,CD5L,NM_005894
ENST00000395145,CLDN3,NM_001306
ENST00000407280,IFI30,NM_006332
ENST00000340958,CLDN4,NM_001305
ENST00000301454,SLC25A23,NM_024103
ENST00000312239,HP1BP3,NM_016287
ENST00000599612,MPV17L2,NM_032683
ENST00000465357,NOVA1,NM_006489
ENST00000539517,NOVA1,NM_002515
ENST00000344429,NOVA1,NM_006491
ENST00000222256,RAB3A,NM_002866
ENST00000361368,SMURF1,NM_001199847
ENST00000361368,SMURF1,NM_181349
ENST00000361125,SMURF1,NM_020429
ENST00000290953,AGRP,NM_001138
ENST00000216455,PSMA3,NM_152132
ENST00000216455,PSMA3,NM_002788
ENST00000260228,MMP20,NM_004771
ENST00000286096,KDM8,NM_024773
ENST00000441782,KDM8,NM_001145348
ENST00000260229,MMP27,NM_022122
ENST00000238618,ACYP1,NM_001107
ENST00000357971,ACYP1,NM_203488
ENST00000393923,PHLDB2,NM_001134437
ENST00000431670,PHLDB2,NM_001134438
ENST00000393925,PHLDB2,NM_001134439
ENST00000412622,PHLDB2,NM_145753
ENST00000236826,MMP8,NM_002424
ENST00000456349,ASPA,NM_001128085
ENST00000263080,ASPA,NM_000049
ENST00000361439,NSMCE1,NM_145080
ENST00000524913,ZC2HC1C,NM_024643
ENST00000439583,ZC2HC1C,NM_001042430
ENST00000318222,PKD2L1,NM_016112
ENST00000318222,PKD2L1,NM_001253837
ENST00000418109,LAMB2,NM_002292
ENST00000327442,KPNA7,NM_001145715
ENST00000600229,CRB3,NM_139161
ENST00000356762,CRB3,NM_174881
ENST00000256682,ARF3,NM_001659
ENST00000440121,TTC21A,NM_001105513
ENST00000301819,TTC21A,NM_145755
ENST00000297873,WBSCR27,NM_152559
ENST00000301061,WNT10B,NM_003394
ENST00000540273,PPIAL4B,NM_001143883
ENST00000320531,WBSCR28,NM_182504
ENST00000379312,FAM65A,NM_001193522
ENST00000379312,FAM65A,NM_024519
ENST00000428437,FAM65A,NM_001193524
ENST00000422602,FAM65A,NM_001193523
ENST00000228347,POLR3B,NM_018082
ENST00000539066,POLR3B,NM_001160708
ENST00000381480,DENND1C,NM_024898
ENST00000380985,NLN,NM_020726
ENST00000368172,KIRREL,NM_001286349
ENST00000368173,KIRREL,NM_018240
ENST00000576742,TRPV3,NM_145068
ENST00000576742,TRPV3,NM_001258205
ENST00000310974,DPY19L1,NM_015283
ENST00000317716,CDHR3,NM_152750
ENST00000368171,CD1D,NM_001766
ENST00000408931,TBX20,NM_001077653
ENST00000408931,TBX20,NM_001166220
ENST00000289429,CD1A,NM_001763
ENST00000313071,FOXG1,NM_005249
ENST00000375552,NBPF9,NM_001277444
ENST00000375552,NBPF9,NM_001037675
ENST00000293549,WNT1,NM_005430
ENST00000368170,CD1C,NM_001765
ENST00000421952,DDN,NM_015086
ENST00000414838,KIF5C,NM_004522
ENST00000264211,EIF4G3,NM_003760
ENST00000602326,EIF4G3,NM_001198802
ENST00000356916,EIF4G3,NM_001198803
ENST00000400422,EIF4G3,NM_001198801
ENST00000396081,HERPUD2,NM_022373
ENST00000273359,ABHD10,NM_018394
ENST00000494817,ABHD10,NM_001272069
ENST00000395762,IL4R,NM_000418
ENST00000543915,IL4R,NM_001257997
ENST00000543915,IL4R,NM_001257406
ENST00000380922,IL4R,NM_001257407
ENST00000368168,CD1B,NM_001764
ENST00000262942,ARPC1A,NM_001190996
ENST00000262942,ARPC1A,NM_006409
ENST00000331968,PRKD1,NM_002742
ENST00000340027,NCR3,NM_147130
ENST00000376073,NCR3,NM_001145466
ENST00000376072,NCR3,NM_001145467
ENST00000540257,TUBB4A,NM_006087
ENST00000238616,NEK9,NM_033116
ENST00000316299,PRKAG1,NM_001206709
ENST00000552212,PRKAG1,NM_001206710
ENST00000395170,PRKAG1,NM_002733
ENST00000279441,MMP10,NM_002425
ENST00000370355,SCD,NM_005063
ENST00000315274,MMP1,NM_002421
ENST00000315274,MMP1,NM_001145938
ENST00000594617,PDE4C,NM_000923
ENST00000447275,PDE4C,NM_001098819
ENST00000262805,PDE4C,NM_001098818
ENST00000337929,IL21R,NM_181078
ENST00000564089,IL21R,NM_181079
ENST00000395754,IL21R,NM_021798
ENST00000342144,COX8C,NM_182971
ENST00000299855,MMP3,NM_002422
ENST00000393140,PRIMA1,NM_178013
ENST00000261191,ASUN,NM_018164
ENST00000245817,TNFSF9,NM_003811
ENST00000250092,CD68,NM_001251
ENST00000380498,CD68,NM_001040059
ENST00000260302,MMP13,NM_002427
ENST00000350320,SEPT7,NM_001788
ENST00000350320,SEPT7,NM_001242956
ENST00000350320,SEPT7,NM_001011553
ENST00000557719,FAM181A,NM_001207071
ENST00000267594,FAM181A,NM_138344
ENST00000267594,FAM181A,NM_001207074
ENST00000267594,FAM181A,NM_001207073
ENST00000557000,FAM181A,NM_001207072
ENST00000260247,DCUN1D5,NM_032299
ENST00000478951,TAGLN3,NM_001008272
ENST00000455401,TAGLN3,NM_001008273
ENST00000393917,TAGLN3,NM_013259
ENST00000302746,PDHB,NM_000925
ENST00000302746,PDHB,NM_001173468
ENST00000561623,GTF3C1,NM_001286242
ENST00000356183,GTF3C1,NM_001520
ENST00000264010,CTCF,NM_006565
ENST00000401394,CTCF,NM_001191022
ENST00000555019,ASB2,NM_001202429
ENST00000315988,ASB2,NM_016150
ENST00000206595,G2E3,NM_017769
ENST00000229395,FGFR1OP2,NM_015633
ENST00000546072,FGFR1OP2,NM_001171888
ENST00000327214,FGFR1OP2,NM_001171887
ENST00000600359,KIAA1683,NM_025249
ENST00000600359,KIAA1683,NM_001145305
ENST00000392413,KIAA1683,NM_001145304
ENST00000303575,TMED10,NM_006827
ENST00000245903,CD70,NM_001252
ENST00000273153,CSRNP1,NM_033027
ENST00000326176,TNFSF14,NM_003807
ENST00000326176,TNFSF14,NM_172014
ENST00000250124,MPDU1,NM_004870
ENST00000334583,RLTPR,NM_001013838
ENST00000252725,ARPC1B,NM_005720
ENST00000396251,XIRP1,NM_001198621
ENST00000340369,XIRP1,NM_194293
ENST00000375735,DYNC2H1,NM_001080463
ENST00000375735,DYNC2H1,NM_001377
